"","att.adnet","att.adlas","att.Boruta_T","att.Boruta_Y"
"1",-0.0315473065686434,0.0614732001888874,0.0228088284840741,0.00464182936644008
"2",0.0393799360511547,0.0544472100895382,0.0489214801583933,0.0334524460531082
"3",-0.03380669231947,0.0238710656351734,-0.0297803863720145,-0.0336704960108922
"4",0.0530641243086487,0.0620630910410463,0.0590089103776289,0.0535400430807501
"5",0.0699587028448007,0.0566233815958086,0.0481928651616998,0.0606289282180861
"6",0.0460852065707305,0.0157213465972686,0.0560770647878461,0.0200679102405166
"7",0.0501192092939514,0.0762913089949826,0.0820347769162226,0.0876452997547412
"8",0.0303097232569316,0.0393975591564923,0.0944209262091785,0.00267418336395592
"9",-0.0507827410100033,-0.0137704862862401,-0.0367849619641846,-0.0218718040408337
"10",0.0372252842651457,0.0520036281144861,-0.014318134054014,-0.00848080875673105
"11",0.0223511014604151,0.0180771023126382,-0.00153382279813158,0.0568218537321775
"12",-0.0157175036339126,0.0188448293963308,-0.00819494776678798,-0.059756066959041
"13",0.0285766814331818,0.0523568839293456,0.0458639600452585,0.0225525339457774
"14",0.047732870329362,0.0500613276297273,0.00189731490461583,0.0473040197336822
"15",-0.0229314678799235,0.0150371640989483,-0.0562446825439943,-0.0470123810036128
"16",0.00825398095076861,0.0302477945288815,0.0268358000321103,0.00395568483645768
"17",0.0681458332029855,0.0739458511516142,0.0653069873410777,0.0438298849670899
"18",0.0534813016818203,0.0238879803543611,0.0142807051760806,0.0521942293141301
"19",0.036481072531118,0.04559734899237,0.0412060887093334,-0.0166821620020792
"20",0.039354977951535,0.0321523944400714,0.00262103332326149,0.0452004911099654
"21",0.0477638447485014,0.0899247216906236,0.0660233245396724,0.0147011105328078
"22",0.0140035711387554,0.0267391669958305,0.0142345570855537,-0.00159896834640194
"23",0.0353456500988473,0.0179052176719406,0.027426288480042,0.0288805514459937
"24",0.0242475372040675,0.0594748595125723,0.0252770319628297,0.0349853980357999
"25",0.0713873252435511,0.0468401572662584,0.0419435187422912,0.0700154976838691
"26",0.0347589707189676,0.0423813070346449,0.0112538052667172,0.000638752133625892
"27",-0.00283676176380434,0.0609231022828209,0.0323639070161136,0.0253937189445695
"28",0.0174824142035263,0.0371520056164698,-0.0319051257944532,0.0298361699882242
"29",0.029850776136345,0.0594196110645003,0.00854143105363972,-0.00651907584292856
"30",0.0710265421701087,0.0652120936112936,0.0400446816181648,0.0689705151942133
"31",0.0740885211680157,0.0462968828301465,-0.00679630419651906,0.020723781111699
"32",0.0856668721281808,0.0500375145430431,0.00429099265439856,0.0364430846275357
"33",0.0153734960763416,0.0115896232876969,-0.0338248089596003,0.0134681979718968
"34",0.0571453909740429,0.00275731075031667,0.0143676827284545,0.0578907753586823
"35",0.0649324845515795,0.0343068798641657,0.0366394677083442,0.0708224763410105
"36",0.0368478674360934,0.0460583754724868,-0.00714333703931353,0.0298778816410646
"37",-0.00822178170873016,-0.0160638447710353,0.0315865074479372,7.97345681394248e-05
"38",-0.0445469560104455,-0.000456781614051239,-0.0500812474037056,-0.0376727296869873
"39",0.0308881043889141,0.0606961020700934,0.0467474272827999,0.0300154645731551
"40",0.0230300987523891,0.0516693073161935,0.0300507436750478,-0.0223440937873302
"41",0.0143737106070699,0.0233294179703598,-0.0134055803189158,-0.00801570133801349
"42",0.0255472371475937,0.0348699552196494,-0.00214017059827049,0.0225904376812334
"43",0.0360908552344436,0.0646204231680034,-0.0182054171349299,0.0235919171306965
"44",0.0516014018599359,0.0803603531579666,0.0973898445844001,0.0443943941935692
"45",0.0699987116925031,0.0445656478917183,0.0146551889710835,0.0595476417003329
"46",-0.0195871627416438,0.0228175691332087,0.014932387291801,0.016856528392742
"47",0.0259403610596688,0.0375409061794958,0.064360118341228,0.0340261774932015
"48",0.0735255644277009,0.0464013329118709,0.019329375352385,0.0393253849278204
"49",-0.0546270591393877,0.0208784000508793,-0.0257098964010474,-0.0445884541553137
"50",0.0128103134568288,0.0331719095082491,0.0306472296515285,0.00617387113149374
"51",0.0397824607964028,0.0492986107242687,-0.000986575961779559,0.0741382751275576
"52",0.0184053820992498,0.0501996205410088,-0.00281934365520009,0.0396057239613034
"53",-0.0114209863640221,-0.0701843596919347,-0.0611071053503705,-0.0443716745272388
